ID,Group,f__AKAU3564_sediment_group,f__Desulfuromonadaceae,g__Citrifermentans,g__Geobacter,o__Dehalococcoidales
SS339,0,0,0,0,0,0
SS338,0,0,0,0,0,0
SS337,0,0,0,0,0,0
SS336,0,0,0,0,0,0
SS335,0,0,0,0,0,0
SS334,0,0,0,0,0,0
SS333,0,0,0,0,0,0
SS332,0,0,0,0,0,0
SS331,0,0,0,0,0,0
SS330,0,0,0,0,0,0
SS329,0,0,0,0,0,0
SS328,0,0,0,0,0,0
SS327,0,4.05599,4.210853,0,3.909877,0
SS326,0,0,0,0,0,0
SS325,0,0,0,0,0,0
SS362,0,0,0,0,0,0
SS361,0,0,0,0,0,0
SS360,0,0,0,0,4.853217,0
SS359,0,0,0,0,0,0
SS358,0,0,0,0,0,0
SS357,1,4.606091,3.564784,0,3.564784,3.962653
SS356,0,0,3.601082,4.446118,0,0
SS355,0,0,5.046027,4.576606,5.167072,0
SS354,0,3.560624,0,0,3.736715,0
SS353,0,0,0,0,0,0
SS352,0,0,0,0,0,0
SS351,0,0,4.533365,4.408427,4.723694,0
SS350,0,0,0,0,0,3.912328
SS349,0,0,0,0,0,0
SS348,0,0,0,0,0,0
SS347,0,0,0,0,0,0
SS346,0,4.137449,0,0,0,0
SS345,0,0,0,0,4.083072,0
SS344,0,3.662475,0,0,0,0
SS372,0,0,0,0,0,0
SS373,0,0,0,0,0,0
SS374,0,0,0,0,0,0
SS375,0,0,0,0,0,4.073095
SS342,0,0,0,0,0,0
SS343,0,0,0,0,0,3.966095
SS368,0,0,0,0,0,0
SS369,0,0,0,0,0,0
SS370,0,0,0,0,0,3.89993
SS371,0,0,0,0,0,0
SS376,0,0,0,0,0,0
SS377,0,0,0,0,0,0
SS378,0,0,0,0,0,0
SS379,0,0,0,0,0,0
SS364,0,0,0,0,3.684576,3.80956
SS365,0,0,0,0,0,0
SS366,0,0,0,0,0,0
SS367,0,0,4.805038,4.741986,0,3.838975
