ID	Group	f__AKAU3564_sediment_group	f__Desulfuromonadaceae	g__Citrifermentans	g__Geobacter	o__Dehalococcoidales
SS299	1	0	0	0	0	0
SS300	1	0	0	0	0	0
SS301	1	0	0	0	0	0
SS302	1	0	0	0	0	0
SS303	1	0.116534	0	0.77014	0.113157	0.013511
SS304	1	0	0	0	0	0
SS305	1	0	0	0	0	0
SS306	1	0	0	0	0.149532	0.005538
SS307	1	0.038083	0	0	0.168367	0.008017
SS308	1	0.028229	0	0.28027	0.243976	0.02218
SS309	1	0	0	0	0.007869	0
SS310	1	0.005459	0	0	0	0
SS311	1	0.016547	0	0.072392	0.041367	0.008273
SS317	1	0.035556	0	0	0	0.071112
SS318	1	0.012949	0	0.151683	0.068442	0.007399
SS319	1	0	0	0.070607	0.14493	0.020439
SS322	1	0.006462	0	0	0	0
SS323	1	0	0.013122	0.009842	0	0.034447
SS324	1	0	0	0	0	0
SS273	1	0.005781	0.414274	0.025049	0.017342	0.009634
SS274	1	0.009106	0.171501	0.129005	0.22462	0
SS275	1	0	0.051478	0.025739	0	0
SS363	1	0	0.063076	0.045473	0	0
SS276	1	0	0	0.048871	0	0
SS277	1	0	0.035326	0	0	0
SS278	1	0	0.021372	0.149602	0.023016	0
SS279	1	0	0	0	0	0
SS280	1	0	0.018446	0	0	0
SS281	1	0	0	0	0	0.005219
SS282	1	0	0.021308	0	0	0.003278
SS283	1	0	0.072397	0	0	0
SS284	1	0	0	0	0	0.007384
SS285	1	0	0.083145	0.007424	0	0
SS286	1	0.008093	0.038849	0.108453	0.025899	0
SS287	1	0	0	0	0	0
SS288	1	0	0.106793	0.015018	0.003337	0
SS289	1	0	0	0	0.003764	0.00941
SS290	1	0	0	0	0	0
SS291	1	0	0	0.029912	0	0.007872
SS292	1	0	0	0.24838	0	0.024673
SS266	1	0.366661	0.13602	0	0.049282	0.025627
SS264	1	0.163614	0.313261	0.085798	0.205515	0.009976
SS263	1	0.18668	0.196108	0.115025	0.081083	0.03017
SS262	1	0.149659	0.147663	0.071836	0.069841	0.017959
SS261	1	0.007301	0.270152	0.109521	0.07849	0
SS341	0	0	0.00768	0	0.097923	0
SS340	0	0	0	0	0.05375	0
SS339	0	0	0	0	0	0
SS338	0	0	0	0	0	0
SS337	0	0	0	0	0	0
SS336	0	0	0	0	0	0
SS335	0	0	0	0	0	0
SS334	0	0	0	0	0	0
SS333	0	0	0	0	0	0
SS332	0	0	0	0	0	0
SS331	0	0	0	0	0	0
SS330	0	0	0	0	0	0
SS329	0	0	0	0	0	0
SS328	0	0	0	0	0	0
SS327	0	0.011375	0.016249	0	0.008125	0
SS326	0	0	0	0	0	0
SS325	0	0	0	0	0	0
SS362	0	0	0	0	0	0
SS361	0	0	0	0	0	0
SS360	0	0	0	0	0.07132	0
SS359	0	0	0	0	0	0
SS358	0	0	0	0	0	0
SS357	0	0.040372	0.00367	0	0.00367	0.009175
SS356	0	0	0.00399	0.027932	0	0
