ID,Group,f__AKAU3564_sediment_group,f__Desulfuromonadaceae,g__Citrifermentans,g__Geobacter,o__Dehalococcoidales
SS337,0,0,0,0,0,0
SS336,0,0,0,0,0,0
SS335,0,0,0,0,0,0
SS334,0,0,0,0,0,0
SS333,0,0,0,0,0,0
SS332,0,0,0,0,0,0
SS331,0,0,0,0,0,0
SS330,0,0,0,0,0,0
SS329,0,0,0,0,0,0
SS328,0,0,0,0,0,0
SS327,0,2.845718018,3.000434077,0,2.699837726,0
SS326,0,0,0,0,0,0
SS325,0,0,0,0,0,0
SS362,0,0,0,0,0,0
SS361,0,0,0,0,0,0
SS360,0,0,0,0,3.602168551,0
SS359,0,0,0,0,0,0
SS358,0,0,0,0,0,0
SS357,1,3.342620043,2.303196057,0,2.303196057,2.699837726
SS356,0,0,2.303196057,3.146438135,0,0
SS355,0,0,3.748265573,3.278982117,3.869290404,0
SS354,0,2.303196057,0,0,2.478566496,0
SS353,0,0,0,0,0,0
SS352,0,0,0,0,0,0
SS351,0,0,3.301247089,3.176380692,3.491501766,0
SS350,0,0,0,0,0,2.699837726
SS349,0,0,0,0,0,0
SS348,0,0,0,0,0,0
SS347,0,0,0,0,0,0
SS346,0,2.903632516,0,0,0,0
SS345,0,0,0,0,2.845718018,0
SS344,0,2.478566496,0,0,0,0
SS372,0,0,0,0,0,0
SS373,0,0,0,0,0,0
SS374,0,0,0,0,0,0
SS375,0,0,0,0,0,2.778874472
SS342,0,0,0,0,0,0
SS343,0,0,0,0,0,2.699837726
SS368,0,0,0,0,0,0
SS369,0,0,0,0,0,0
SS370,0,0,0,0,0,2.699837726
SS371,0,0,0,0,0,0
SS376,0,0,0,0,0,0
SS377,0,0,0,0,0,0
SS378,0,0,0,0,0,0
SS379,0,0,0,0,0,0
SS364,0,0,0,0,2.478566496,2.603144373
SS365,0,0,0,0,0,0
SS366,0,0,0,0,0,0
SS367,0,0,3.568319085,3.505285674,0,2.603144373
